date,logging,oil_gas_extraction,mining_ex_oil_gas,support_mining,utilities,construction,wood_products,nonmetallic_minerals,primary_metals,fabricated_metals,machinery,computer_electronic,electrical_equipment,motor_vehicles,furniture,misc_durable_mfg,food_misc_nondurable,textiles,apparel,paper_products,printing,petroleum_coal,chemicals,plastics_rubber,wholesale_trade,auto_dealers,food_bev_stores,general_merch,other_retail,air_transport,rail_transport,water_transport,truck_transport,transit_ground,pipeline_transport,other_transport_support,warehousing,publishing,motion_picture,broadcasting_telecom,data_processing,credit_intermediation,securities,insurance,funds_trusts,housing,other_real_estate,rental_leasing,legal_services,computer_systems_design,misc_professional,management_companies,admin_support,waste_management,education,ambulatory_health,hospitals,nursing_care,social_assistance,arts_sports,amusements,accommodation,food_services,other_services
2003-08-01,68.5,119.6,202.5,179.4,573.9,6760,535,492.4,470.8,1465,1135.5,1333.3,452.3,1763.5,568,653.3,1763.9,434,295.7,511.4,679.1,113.2,902.2,807.2,5539.6,1886.2,2905,2879.2,7211.0999999999995,514.5,183.3,55.2,1325.3,387,39.6,1114.9,531.9,933,372.7,1511.7,345.60000000000014,20.2,745.5999999999999,2400.5,53.2,1391,1391,646.7,1145,1109.3,13988.7,1718.8,7417.6,320.9,2685.8,4834,4215.8,2785,2330.8,483.5,1329,1774.7,8590.2,5399
2003-09-01,68.6,119.4,201,180.8,573.1,6783,536.3,490.7,467.6,1462,1134,1328.7,451.4,1763.9,569,651.8,1763.8,433.9,291.2,509.6,676.9,112.4,897,806.1,5537.8,1892.5,2900.3,2893.4,7226.199999999999,514.3,185.7,54.6,1325.2,391.6,39.6,1115.6,535.5,929.7,378.2,1510.1,344.0000000000002,20.2,745.7,2400,53.8,1390.9,1390.9,643.4,1138.1,1114.1,14012.8,1726.4,7432.5,322.4,2695.5,4841,4221.4,2787.5,2339.6,486.9,1319.6,1764.6,8637.1,5403
2003-10-01,69.8,119.2,202.1,182.6,572.6,6784,538.8,491.5,467.2,1464,1132.7,1325.1,450.7,1764.9,569.3,651.1,1761.3999999999999,430.6,291.8,508.1,675.1,112.2,894.7,804.8,5537.2,1894.8,2902,2901.4,7230.000000000002,512.5,185.8,55.1,1328.6,397.3,39.5,1113.9,538.6,929.2,378.8,1504.8999999999999,342.0999999999999,20.2,744.9,2391.5,53.4,1393.3,1393.3,643.7,1149.7,1124.4,14059.9,1728.4,7440.8,320.7,2719.7,4861.6,4223.6,2792.6,2347.5,486.2,1328.4,1765.1,8679.2,5402
2003-11-01,70.8,118.6,202.2,184.5,571.5,6796,542.6,492.7,466,1469.2,1135.9,1322.9,448.6,1764.8,569,649.1,1747.9,428.79999999999995,290.5,506.5,673.3,111.9,893,802.8,5538.5,1898.6,2888.2,2878.7,7242.000000000001,515.1,186.5,54.9,1331.3,394.1,39.3,1113.4,540.2,928.9,381.6,1498.1,341.4000000000001,20.2,747.1,2388.9,53.1,1393.4,1393.4,644.5,1156.9,1128.7,13995.4,1732.9,7449.2,322,2731.2,4864.9,4229.1,2795.8,2354.7,486,1332.9,1774.3,8691.1,5404
2003-12-01,68.6,118.4,202.6,185.2,570.5,6827,541.9,492.1,466.9,1472.8,1134.7,1318.8,450.6,1760.8,570,648,1746.3,425,288.6,504.5,670.2,111.8,891.5,804.3,5549.8,1898.9,2883.7,2880.7,7238.000000000001,517.3,187,55,1335.4,393.7,39.2,1099.7,534.3,928.6,385.3,1496.2,339.89999999999986,20.3,749.8,2383,52.6,1396.9,1396.9,644,1155.2,1133.5,13894.3,1735.8,7471.4,323.3,2738.1,4883.1,4237.2,2799,2357.6,486.9,1341.2,1779.5,8712.5,5403
2004-01-01,67.7,119.8,201.7,186.2,569.8,6848,542.4,501.7,464.4,1475.3,1133.5,1319,448.3,1760.7,570.4,647.8,1737.7,424.4,287,502.4,670.1,112.9,889.5,803.3,5562.4,1900.6,2890.7,2880.6,7276.199999999999,514.6,187.4,55.4,1339,390.9,38.7,1118.8,546.9,924.6,382.6,1496.5,337.3000000000002,20.1,750,2382.3,52.6,1400,1400,643.2,1145.2,1129.1,13571.699999999999,1739.8,7482.2,321.4,2743.3,4898.4,4237.3,2796.5,2363.9,489.3,1346.7,1772.9,8737.5,5405
2004-02-01,66.4,121.2,201.3,187.5,568.4,6838,544.9,495.9,464.3,1479.8,1134,1318.6,447.8,1761.1,570.4,648.7,1733.8,422.1,286.6,498.7,666.7,111.9,890.1,802.6,5568.7,1902,2899,2878.3,7267.0999999999995,515.4,188,55.1,1338.6,390.2,38.5,1120.1999999999998,550.3,924.4,386.3,1493.1999999999998,337.0999999999997,20,752.4,2381,52.4,1400.5,1400.5,641.2,1148,1127.2,13646.8,1742.5,7482.7,322.5,2744,4915.2,4233.3,2795.8,2375.1,490.3,1350.6,1778.4,8753,5405
2004-03-01,68.5,121.4,203.2,190.5,568.8,6887,546,497.9,463.8,1480.1,1135.5,1320.3,445.1,1762.8,572.6,649.7,1733.9,425.29999999999995,285.7,498.8,664.3,112.1,889.5,803.4,5575.7,1908.3,2898.6,2882.6,7305.1,516.5,188.9,55.6,1340,392.8,38.4,1125.3000000000002,555.5,924.4,381.3,1491,337.2999999999997,20,752.5,2377.5,52,1403.9,1403.9,641.2,1148.9,1134.5,13785.6,1746.6,7478.5,323.9,2752.8,4928.2,4244.6,2806.6,2382.6,487.8,1358.3,1784.4,8794.5,5418
2004-04-01,68.7,122.9,204.2,190.5,568.3,6901,547.4,501.3,464.9,1489.5,1140.6,1320.8,445.4,1761.6,576.6,651.8,1737.8999999999999,426.70000000000005,283.5,497.4,663.2,111.2,890.6,804.2,5596.7,1911,2895.2,2893.2,7315.200000000002,516.5,189.5,56.5,1343.9,382.4,38.3,1121.3,558.4,925.1,380.4,1485.5,339,20.1,754,2377.3,51.6,1410.5,1410.5,638.5,1152,1132.6,14083.4,1751.6,7568,326.3,2752.2,4948.7,4249.6,2813.7,2388.8,481.59999999999997,1348.8,1788.3,8816.5,5419
2004-05-01,68.9,124.2,205.4,192.2,567.2,6948,550.7,506.6,466,1498.3,1142.8,1325.4,444.5,1763.2,576,652.5,1736.8,426.79999999999995,282.5,495.8,666.1,111.3,890.5,806.2,5598.5,1911.5,2896.6,2896.3,7325.2,516.5,189.8,57.1,1346.2,392.2,38.6,1124.8000000000002,554.5,925.7,388.6,1481.5,339.2000000000003,19.5,757.1,2376,51.3,1422.2,1422.2,641,1154.9,1138.2,14155.9,1756.3,7618.9,327.1,2754.2,4963.8,4257.6,2815.2,2397.6,483.6,1363.8,1792.7,8840.5,5419
2004-06-01,68.2,123.6,205.4,193.4,565.8,6962,551.9,507.5,468.2,1498.3,1146.1,1324.1,445.3,1763.8,575.1,652.2,1729.7,423,279,493.9,668.1,111.8,889.5,806.2,5602.3,1908.5,2894.1,2919.6,7331.199999999999,515.1,191.5,57.9,1352,387.9,38.5,1132.6999999999998,558.7,925.4,391.5,1478.3999999999999,340.70000000000005,19.5,761.8,2371.8,50.6,1417.7,1417.7,642.2,1181.1,1151.3,14304.6,1760.7,7612.2,329.8,2744.8,4979.6,4254.1,2817.1,2406.4,483,1366.3,1794.1,8851.7,5420
2004-07-01,67.4,123.5,207.7,195.1,564.4,6977,553.3,509,469.2,1500.7,1148,1328.2,444.7,1752.9,576.4,652.7,1733.3,420.4,276.9,494.2,665,111.1,888,807,5610.4,1908.4,2891.9,2909.5,7327.5,514.5,191.8,57.5,1355.3,389.4,38.4,1135,562.1,923,387.8,1474.6999999999998,338.4999999999998,19.5,764.7,2365.2,50.9,1415.4,1415.4,639.6,1182.7,1151,14325.3,1764.2,7641.4,329,2755.7,4991.5,4254.5,2819.9,2415.1,481.09999999999997,1363.9,1792.8,8857.4,5414
2004-08-01,67.4,124.3,206.3,197.1,561.5,7003,555,508.9,468.6,1504.3,1153.6,1328.4,444.4,1774.1,575.3,650.3,1727.7,419.2,275.9,495.5,662.3,111.2,885.8,804.6,5618.5,1902.8,2887,2909.9,7338.4000000000015,512.6,191.9,56,1358.1,393.8,38.2,1136.8,562.9,922.5,380.4,1468.6,336.5,19.6,766.2,2364.7,50.8,1421.5,1421.5,638.3,1169.3,1163.7,14378,1764.2,7618.8,330.9,2759,5003.8,4260.5,2822.9,2428.2,479.9,1360.6,1793.6,8850.9,5410
2004-09-01,68.1,125,205.5,198.7,560.7,7029,553.4,510.2,468.5,1505.5,1152,1327.4,444.5,1771.7,573.7,649.9,1727.8,417.29999999999995,274.8,494.1,658.7,111.3,885.2,805.4,5631.7,1903.3,2887,2915.9,7356.500000000002,512.8,192.8,56.2,1363.4,394.5,38,1138,566.9,922.7,379.4,1457.6,336.29999999999995,19.5,767.7,2360,50.4,1429.8,1429.8,644.5,1164.9,1164.9,14351.2,1760.8,7620.2,331.7,2737.5,5010.9,4258.9,2829.2,2430.1,481.9,1374.9,1796,8897.6,5405
2004-10-01,67.3,124.3,204.2,199.1,558.5,7077,559.3,510.3,468.1,1509.3,1151.9,1324,443.4,1777.2,573.4,650.7,1726.1999999999998,414.7,271.1,493.9,657.5,111.3,884.6,804.7,5635.2,1904.1,2886.1,2931.2,7369.3,512.9,193.3,56.3,1361.3,395.4,38.1,1137.9,576.7,920.7,390.8,1452,335.49999999999955,19.4,770.3000000000001,2356.4,50.3,1429.7,1429.7,642,1169.3,1175.7,14496,1765.3,7694.1,332.8,2788.4,5034.7,4263.7,2832.8,2441.6,488.40000000000003,1374,1789.3,8929.8,5397
2004-11-01,66.7,124.7,206.3,201.1,555.7,7091,558.3,509.1,467.3,1508.3,1153.1,1319,443.2,1775.5,574.4,649.6,1723,411.70000000000005,267.5,491.3,654.9,111.7,882.7,805.1,5637.2,1909.9,2884.4,2945.4,7372.1,513.7,192.8,55.5,1359.8,394.3,38,1141.2,575,921.2,381.8,1448.9,336.0999999999997,19.1,770.3,2349.1,50,1435.4,1435.4,640.1,1169.1,1187.2,14410.699999999999,1774.7,7667.4,334,2788.3,5046,4269.1,2835.1,2448.5,486.9,1370.5,1800.6,8947.8,5400
2004-12-01,66.9,124.7,207.1,203.4,554.7,7117,558.6,508.3,468.8,1509.7,1150.5,1314.8,442.7,1776.2,574.1,649.3,1716.2,409.7,266,490.2,655.1,111.4,880.6,802.9,5651.3,1913.4,2878.7,2951.7,7360.3,511.9,192.6,56.3,1368.8,397.2,37.6,1148.4,575.3,917.5,375.6,1448.9,335,18.9,776.5999999999999,2345.2,49.7,1438.4,1438.4,643.8,1171.6,1191.7,14326.699999999999,1777.8,7650.2,333,2803.3,5061.8,4272.7,2836.7,2460.4,485.9,1366.9,1806.9,8970.2,5400
2005-01-01,67,124.1,209.3,206.9,557.5,7095,558,503.1,467.5,1512.9,1153,1318.9,441.1,1767,573.4,649.1,1713.8999999999999,404.6,264.2,489,652.6,112.1,876,801,5645.5,1918.5,2883.1,2952.1,7370.699999999999,509.1,193,57.5,1374.4,397.1,37.9,1149.6,578.6,917.3,369.5,1448.6,335.5999999999999,18.8,779.5,2345.4,49.2,1435.8,1435.8,646.6,1155.1,1176.1,13995.8,1781.3,7674.1,334.6,2824,5069.3,4277.2,2835.3,2465.1,485.8,1372.9,1807.8,8998.7,5398
2005-02-01,66,123.1,210.3,210.9,557.1,7153,558.5,504.5,469,1512.5,1156.4,1317.6,439.6,1786.4,572.2,648.3,1714.3,402.4,262.2,490,650.6,112.3,876.1,799.5,5658.6,1919.7,2883.3,2962.4,7398.999999999998,508.3,192.9,58.1,1381.4,395.4,37.9,1153.8,582.7,917,362.4,1442.7,334.89999999999986,18.7,780.8000000000001,2335.7,49.3,1441.5,1441.5,648.7,1155.7,1180.4,14134.9,1783.2,7721.7,336.3,2803.6,5081.5,4283.5,2839.5,2471.2,484.29999999999995,1371.8,1806.7,9027.2,5393
2005-03-01,67.4,124.6,209.7,214.2,555,7181,560.8,503.5,468.9,1515.7,1159.8,1314.8,438.8,1781.1,569.7,646,1715.2,401.9,258.5,490.4,649.6,111.7,877.8,803.6,5669.2,1921.9,2877.5,2955.6,7410.9,506.8,193.2,59,1386.4,395.3,37.7,1157.3,584.6,918.8,368.9,1440.5,333.79999999999995,18.7,782.1,2322.8,49.3,1442.8,1442.8,649.9,1156.9,1183.8,14279.300000000001,1786.2,7736.1,335.2,2808.8,5087.7,4288.9,2842,2478.4,490,1370,1806.4,9051.8,5386
2005-04-01,64.4,124.6,211.8,218.8,554.2,7266,558,506.8,468,1518,1162.2,1314.5,436.9,1778.3,566.5,644.8,1709,399.6,257.3,487.9,650.4,113.1,876.8,801.1,5681.1,1922.5,2887.3,2977.7,7427.700000000002,507.2,193.1,59.6,1392.6,397.9,37.7,1160.1,587.3,915.9,380.7,1437.4,332,18.7,781.5,2329.5,47.8,1445.3,1445.3,649.3,1158.4,1185.1,14532.5,1791.8,7768.4,334.8,2812.4,5102.7,4297.5,2844.1,2489.6,494.29999999999995,1389.6,1817,9101.4,5392
2005-05-01,64.4,125.2,212.3,219,553.8,7294,555.5,505.3,467.4,1524.1,1165.5,1314.5,436.9,1786.2,565.2,646.6,1710.3,400.1,253.4,486.2,648.8,113.3,875.3,800.1,5692.7,1922.7,2889.8,2974.1,7445.499999999998,506.8,193.6,60.3,1395.7,395.4,37.6,1165.3000000000002,590.5,916,379.2,1435.1999999999998,331.60000000000014,18.7,782,2328.3,47.1,1449.7,1449.7,645,1162.9,1186.2,14554.9,1794.5,7772.6,331.8,2824.8,5120.4,4304.3,2850.6,2506.9,491.4,1395.5,1821.2,9088.7,5384
2005-06-01,64.2,125,213.7,221.5,553.2,7333,559.8,506.3,465.7,1522.8,1164.8,1315.6,432.6,1771.8,563.8,649.5,1708.5,396.6,251.2,484.9,647.6,112.3,873.3,799.4,5703.2,1922.7,2896.4,2979.7,7467.4000000000005,506.2,193,60.6,1399.5,385.3,37.6,1162.1,601.6,918.4,372.4,1434.8000000000002,331.39999999999964,18.6,782.4000000000001,2330.3,46.3,1456,1456,645.5,1188.7,1199.3,14795,1802.8,7812,336.4,2838,5141.5,4314,2852.2,2523.5,498.7,1399.2,1825.8,9113,5397
2005-07-01,65.2,125.7,212.6,222.5,553.9,7353,558.9,504.3,463.9,1522.6,1165,1317.8,431.5,1768.8,563.5,653.5,1716.6000000000001,393.79999999999995,248.8,483.9,646.1,112.5,871.9,801,5712.6,1929.5,2895.2,2988.1,7494.9,503.9,193.2,60.3,1402.1,396.3,37.6,1164.3,600.7,920.5,376.8,1433.5,330.1999999999998,18.6,784.5,2331.9,45.9,1464.7,1464.7,645.5,1188.6,1197.4,14800,1804.5,7846.2,340.4,2836.6,5159.8,4322.7,2858.6,2541,501.1,1406.8,1824,9135.4,5403
2005-08-01,65.5,126,213,225.4,554.7,7394,560.9,504.2,463.5,1523.8,1165.5,1316,430.9,1766.3,564.8,649.5,1707.7,391.4,246.6,483.6,642.7,112.3,868.9,801.7,5722.6,1929.8,2885.7,2993.3,7515.100000000001,500.3,192.5,61,1401.7,394,37.9,1170.6,605.4,920.5,381.4,1429.8000000000002,331.2999999999997,18.7,788.4000000000001,2334.7,45.8,1471.5,1471.5,646,1179.1,1204.8,14927.1,1803.7,7865.4,342.7,2849.3,5174.8,4327.9,2861.9,2544.7,504.29999999999995,1413.9,1827.9,9144.9,5399
2005-09-01,65.3,126.8,213.1,230.2,553.3,7415,562.2,505.9,465.2,1523.6,1167.7,1314.3,428.2,1749.4,564.9,647.8,1697.8,389.9,244.5,481.2,644.4,111.7,870.3,804,5728,1930.2,2879.3,2998.5,7489.5999999999985,494.1,192.4,61.4,1403.8,395.7,38,1172.1,609,921.3,391.8,1425.6,331.29999999999995,18.6,790.7,2334.7,45.5,1475.2,1475.2,642.2,1161.5,1205.9,14963.6,1798.2,7920.9,340.9,2855.1,5179,4332.2,2870.6,2555.6,507.20000000000005,1402.1,1823.9,9128.8,5397
2005-10-01,65.1,127.3,214.4,233.9,553.1,7460,562.3,505.9,465.2,1524.3,1177.8,1314.2,428.1,1767.4,564.9,645.6,1701,387.7,240.2,478.9,642,111.7,867.6,804,5736,1924.9,2885.1,2993.3,7491.3,492.8,192.4,62.4,1410.1,396.9,37.7,1170,611,919.2,380.8,1423,331.9999999999998,18.7,795.6999999999999,2347.8,46.1,1482,1482,641.6,1166.3,1223.7,15012,1803,7917.8,336.6,2847.3,5187.8,4337.4,2869,2569.7,496.4,1402.9,1822.4,9118.3,5386
2005-11-01,64.6,128.4,216.1,237.6,552.4,7524,567.6,505.1,464.9,1528,1167,1311.1,428.9,1770.9,564.6,644.4,1705.8999999999999,383.1,240.6,478,640.8,111.4,866.3,804.9,5748.6,1919.8,2883.4,3011.6,7510.800000000001,487.9,191.8,62.7,1413.2,404.1,37.7,1174.3000000000002,614.8,918.4,382.1,1421.6000000000001,332.89999999999986,18.8,797.8,2356.9,46.5,1484.1,1484.1,644,1168.9,1231,15032.1,1803.3,7967,339.3,2858.4,5209.3,4344.2,2869.4,2579.2,501.29999999999995,1406.4,1823.8,9152.8,5394
2005-12-01,64.4,128.1,216.7,242,549.8,7533,571.7,505.3,463.8,1532,1168.5,1307.4,430.1,1773.6,565.1,644.5,1708.6999999999998,380.9,239.6,476.4,639.2,111,866.8,804.8,5761,1920.6,2887.3,2992.8,7530.499999999999,484.9,191.4,63.2,1414.6,401.9,37.7,1178.4,619.2,917.6,384.3,1416.9,333.1999999999998,18.9,800.0999999999999,2360.1,46.7,1488.6,1488.6,641.9,1173.8,1238.6,14974.6,1811.1,7967.1,341.5,2866.2,5218.1,4349.1,2869.2,2590,501.7,1400.2,1820.2,9182.6,5409
2006-01-01,64.6,128.8,217.2,245.1,549.9,7601,573.6,510.4,465.2,1535.1,1170.5,1302.7,431.6,1782.7,564.7,643.8,1710.5,380.9,239.3,476.3,637.7,109.9,868.5,804.4,5780.5,1916.8,2885.9,2990.7,7525.500000000001,487.2,190.9,63.1,1417.6,404,38,1182.8,624.3,917.3,388.2,1413.6999999999998,334.8000000000002,19,802.8,2369.3,47.1,1497.2,1497.2,640,1162.9,1244.5,14580.6,1830.5,7962.1,343.1,2876.7,5240.9,4353.2,2873.5,2601.3,499,1398.4,1822.5,9225.5,5424
2006-02-01,65,130,219.3,246.8,550.1,7664,573.7,512.3,461.9,1539.1,1176.6,1307.7,433.1,1769.9,565.2,645.2,1709.6,378.2,239.3,477.1,638.1,111.3,864.9,804.4,5796.5,1917.3,2885.5,2989.7,7533.100000000001,485.8,190.5,62.4,1421.6,406.1,38.1,1183.7,629.9,918.9,382.9,1416,334.1999999999998,19,806.9000000000001,2375.7,47.8,1501.2,1501.2,641.5,1162.7,1253,14705.3,1834.9,7996.7,344.4,2895.3,5254.7,4359,2873.5,2613.8,507.1,1394.5,1824.8,9253.6,5425
2006-03-01,65.8,131.2,220.8,250.6,547.7,7689,573.6,514.8,464.2,1544.8,1179.5,1306.1,434.2,1768.1,565.7,645.2,1710.6000000000001,371.9,237.6,475.5,638.3,111.7,865.3,803.3,5811.9,1916.3,2885.4,3013.5,7536.6,485.4,190.3,62.5,1423.6,404.8,38.4,1181.4,631.4,919.7,382.6,1416.3,336.4000000000001,19,809.7,2381.9,48.8,1495.5,1495.5,643.6,1167.6,1258.3,14886.1,1839.2,8032.7,346.7,2899.4,5274.7,4368,2877.2,2622.8,509,1393.7,1826.4,9304.4,5426
2006-04-01,66,132.8,220.7,258.8,549,7726,570.4,515.9,463.8,1549.5,1182.9,1310.4,433.5,1779.5,566.1,644.2,1715.2,367.79999999999995,237.2,472.6,637.8,112.2,864.8,799.8,5823.7,1914.1,2893.9,2986.2,7522.8,486.4,191.3,62.6,1432.4,402.4,38.7,1185,634.5,921.5,373,1418.2,334.29999999999995,19,816.8000000000001,2381.8,46.9,1504.7,1504.7,644.3,1167.6,1268,15064.4,1844.5,8019.4,347.4,2905.7,5280.9,4374.4,2879,2628.4,520.8000000000001,1402.5,1823.1,9327.3,5426
2006-05-01,66.5,133.1,220.5,260.5,548.3,7713,569.9,510.3,466,1554.3,1183.3,1308.2,434.7,1777.4,564.9,643.8,1709.9,365.6,234.9,472.4,635.3,112.3,863.3,793.2,5835.8,1910.9,2882,2978.7,7514.000000000001,484.7,192.1,62.3,1430.3,408.1,38.6,1191.4,638.3,918.3,370.4,1416.8,333.5,19,817.9,2381.4,47.5,1500.9,1500.9,649.5,1166.4,1280.4,15150.199999999999,1851.2,8046.5,347.9,2905.2,5293.9,4381.5,2884.2,2635.5,522.1,1399.3,1820.3,9309.8,5435
2006-06-01,65.3,134.7,220.8,264.5,547.4,7699,565.7,508.1,468.7,1555.2,1183.2,1312.1,436.5,1787.2,563.6,643.5,1710.9,362.79999999999995,234.4,471.3,634.7,113.2,864.7,793.5,5839.9,1913.8,2879.7,2968.4,7535.500000000002,485.3,192.2,61.7,1434.1,406.6,38.7,1189.8000000000002,642.9,917,373.6,1409.1000000000001,336.29999999999995,19.2,814.5,2376,48.2,1502.8,1502.8,650.8,1188.4,1292.5,15376.099999999999,1854.8,8079.8,349.1,2875.2,5303.8,4389.5,2891.1,2649.2,522.5,1404,1817,9317.6,5433
2006-07-01,65.3,135.1,221.5,267.6,548.2,7712,564.2,510.2,467.2,1561.1,1185.4,1306.7,433.5,1773,559.8,642.4,1712.1,361.9,233.1,470.9,633.1,114.1,866.6,789.2,5848.1,1912.5,2885.3,2963,7538.0999999999985,486.5,192.9,62.1,1443.1,406.4,38.9,1189.8000000000002,646,916,374.4,1407,333.5999999999999,19.2,820.3,2380.6,48.5,1500.1,1500.1,642.6,1187.5,1300.1,15350.4,1861.7,8074.7,349.6,2870.9,5316.4,4394,2900.9,2650.8,530.8,1411.8,1832,9355.8,5428
2006-08-01,64.6,136.8,219.6,271.2,548.3,7720,559.3,509.1,466.3,1560.1,1187.3,1305.5,433.6,1766,556.8,643.1,1709.2,358.79999999999995,228.8,468.1,632.9,114.5,870.4,784.1,5856.3,1911.2,2889.6,2966.8,7533.999999999999,486.8,192.6,62.7,1442.7,404.8,39.1,1188.9,647.7,916.7,376.4,1408.8,333.0999999999999,19.2,824,2381.6,48.5,1499.8,1499.8,645,1179.7,1311.5,15452.8,1862,8097.6,347.3,2893.2,5333.1,4405.5,2894.9,2659,530,1414.1,1833.9,9374,5432
2006-09-01,63.4,136.7,220.5,273.9,548.5,7718,554.5,504.9,462.4,1560.7,1187.4,1301.6,432.6,1765.1,555.2,643.6,1714.3,353,228.2,466.9,629,114.7,867.1,778.6,5864.7,1911.3,2890.1,2972.2,7531.2,489.8,192.7,63.5,1443.8,407.8,38.7,1189.6999999999998,648.5,913.6,371.5,1408.8000000000002,334.10000000000014,19.3,828.5999999999999,2381.3,48.7,1497.4,1497.4,647.5,1167,1311,15409,1862.7,8081.9,348.9,2922.9,5352.6,4414.1,2892.6,2668.4,525.5,1402.8,1850.2,9371.5,5447
2006-10-01,62.8,138.3,220.6,277.7,546.8,7682,545,506.8,461.7,1554.3,1187.7,1297.1,431.3,1760.1,551.9,644,1711.3,349.79999999999995,227.4,465.3,630,114.7,867.2,762.5,5863.1,1914.2,2892.1,2985.7,7546.5999999999995,490.4,193.7,63.1,1445.7,406.5,39.1,1194.1999999999998,651.3,913.8,372.1,1403.8999999999999,334.2000000000003,19.2,834.2,2378.6,49,1490.3,1490.3,647.5,1172,1321.2,15460.8,1860.3,8075.4,349.6,2915.3,5363.6,4419.8,2905.1,2682.9,529.1,1414.1,1844.3,9399.7,5454
2006-11-01,62.8,138.3,220.1,279.2,547.9,7666,540.9,506.6,458.1,1557.6,1186.4,1294.3,428,1749,546.1,645.4,1712,346.3,225.1,465.4,631.9,114.7,866.3,760.1,5875,1916.1,2893.8,2986.2,7577.899999999999,485.1,193.7,63.4,1446.5,410.4,39.1,1203.3,654.6,915.5,371.3,1399.4,337.7999999999997,19.2,835,2377.4,49.3,1498.8,1498.8,646.5,1176.4,1318.9,15466.699999999999,1869.9,8096.2,350.4,2922.2,5380.5,4423.7,2911.4,2695.6,528.2,1423.4,1847.5,9451.8,5457
2006-12-01,62.3,139.4,221.2,280.8,548.7,7685,537.8,508.3,458.5,1559.5,1183.8,1290.4,430.7,1748.7,544.4,645.4,1699.8,345,224.6,464.3,632.8,114.8,864.3,755.7,5899.9,1921.1,2896.8,2978.4,7578.999999999998,491.8,196.4,64,1452.1,409.1,38.8,1203.7,660.6,916.9,378.3,1402.7,336.0999999999997,19.2,835.2,2381,49.8,1497.8,1497.8,647,1180.2,1330.1,15403.699999999999,1873.8,8110.8,351.1,2916.1,5407.4,4428.1,2921.4,2703.7,529.2,1428.1,1856.8,9478.1,5466
2007-01-01,61.7,140.7,220.2,282.6,548.5,7725,534.9,508.6,459,1561.7,1185.6,1290.2,429.3,1731.2,540,645,1710.5,341.7,222.4,465.5,629.8,115.3,864.6,767.7,5903.4,1922.2,2891.7,3014.9,7582.699999999999,489.9,197.3,63.4,1453.7,413.1,39.7,1200.1,660.8,917.9,378,1397.9,336.1999999999998,19.1,837.2,2378.2,50.3,1498.5,1498.5,646.4,1166.4,1322,15050.6,1880.2,8131.8,352.4,2914.7,5414.5,4438.3,2924.9,2720.8,533.3,1431.4,1856.3,9517.3,5466
2007-02-01,61.8,141.7,220.7,285.9,548.5,7626,530.2,507.7,461,1563.1,1188.9,1287.7,428.9,1733.7,539.8,645.2,1709.5,338.9,220.2,464,630.5,114.7,864.7,764.7,5918,1921.4,2897.5,3030.8,7590.5999999999995,482.4,198.7,64.3,1452.4,417.2,39.9,1202.7,661.5,919.1,378.9,1399,337,19.2,838.1,2379,51.1,1499.5,1499.5,646.4,1168.7,1332.7,15142.599999999999,1883.3,8130.3,353.8,2915.3,5432.8,4441.8,2930.7,2730.9,533.8,1436.1,1858.2,9532.6,5474
2007-03-01,61.5,142.8,222.1,287.9,549.2,7706,527.9,508.1,459.6,1563.1,1188.3,1277.6,429.5,1726.8,538.5,645.2,1711.8000000000002,336.1,219.7,462.2,629,115,862.8,762,5921.5,1919.9,2900.5,3078.6,7599.799999999999,485.5,199.5,63.5,1451.5,414.6,40.1,1206.3,661.5,918.1,378.9,1392.3999999999999,340.60000000000014,19.3,839.5,2375.1,51.6,1502.6,1502.6,642.6,1170.7,1342.9,15252.4,1888.4,8135.4,353.9,2928.4,5450.4,4448.2,2934.8,2746.2,533.8000000000001,1429.4,1864.6,9535.6,5485
2007-04-01,61.1,143.8,223.9,291,551.4,7686,523.8,504.8,459.9,1566.7,1188.4,1271.3,429.9,1723.7,539.4,645.8,1710.3,333.4,217.9,461.2,625.5,114.8,860.4,761.8,5937.2,1920.5,2902.5,3043.1,7611.299999999999,492,198.8,63.1,1447.9,413,39.7,1205.8000000000002,664.7,916.9,382.8,1393.4,341.89999999999986,19.4,839,2381,52.5,1503.1,1503.1,644,1173.2,1352,15423.8,1895.8,8115.2,353.8,2931.1,5467.8,4456.4,2945.1,2762.9,530.8,1427.7,1864,9552,5491
2007-05-01,60.4,144,223.8,293.2,553.8,7673,522.9,505,459.4,1565.1,1190.4,1269.6,430,1716.4,535.9,644,1714.1999999999998,329.6,216.8,459.9,623.5,116.2,860.9,761.5,5945,1915.6,2903.4,3068.1,7607.299999999999,483.9,199,64.6,1449.2,416.8,39.8,1205.4,667.7,919.8,384.4,1392,343.8000000000002,19.8,843.3,2386.2,53.5,1503.6,1503.6,641.8,1175.6,1364.6,15484.800000000001,1907,8103.3,354.6,2932.9,5481.6,4466.4,2949.2,2778.4,534.2,1434.3,1863.6,9572.3,5498
